sha,date,subject,files,lines,category,hint,first_file
281e6211,2026-04-18,UI: убрать max-width контейнера — fluid-layout на всю ширину,2,8,🟠ux-gated,ui-subject,backend/templates/ui/base.html
9ad24d0b,2026-04-18,Fix(Tasks): кнопка «Сброс» — очищать localStorage до перехода,1,10,🟠ux-gated,touches-templates-or-static,backend/templates/ui/task_list_v2.html
33950339,2026-04-18,Feat(Companies): F4 R3 — 3 варианта редизайна карточки (preview),7,1505,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_banner.html
72258be0,2026-04-18,Fix(Companies v3): Contact has no is_archived field,1,2,🟠ux-gated,fix+ui-touched,backend/ui/views/company_detail_v3.py
89a12c6c,2026-04-18,Refactor(Companies v3): Этап 1 — вариант B под палитру проекта,2,623,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_banner.html
cdb58410,2026-04-18,Feat(Companies v3): Этап 2 — inline-edit engine + wire-up,3,652,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
bbe45006,2026-04-18,Fix(Companies v3): CompanyStatus has no sort_order field,1,2,🟠ux-gated,fix+ui-touched,backend/ui/views/company_detail_v3.py
13be7212,2026-04-18,Feat(Companies v3): Этап 3 — CRUD сущностей + ⋯-меню + timeline pagination,1,470,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
6528db39,2026-04-18,Feat(Companies v3): Этап 4+5 — Группа компаний + Служебный accordion,2,182,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
fb21113a,2026-04-18,Fix(Companies v3): многострочный {# #} ломал шаблон + ⋯-меню оставалось открытым,2,28,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
e69e0a31,2026-04-18,Fix(Companies v3): P0 фиксы нерабочих URL/параметров + contact quick-create,5,185,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
0e61244e,2026-04-18,Feat(Companies v3): Task actions + недостающие inline-поля + website ↗ icon,1,176,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
68c1aaef,2026-04-18,Feat(Companies v3): Заметки полноценно — edit inline + attachments + image preview,2,137,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
09eed04d,2026-04-18,Fix(Companies v3): timeline → ссылка classic (пока v3-partial нет) + copy-to-clipboard,1,66,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
2a3f9ea3,2026-04-18,"Harden(Companies v3): fixes по 4 аудитам — security, dead buttons, CSRF, UX",4,292,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
b2b11b60,2026-04-18,Fix(Companies v3): КРИТИЧНО — inline-edit JS не работал вообще,2,18,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
9d47722f,2026-04-18,Fix(Companies v3): JS-комментарий содержал {% block %} — Django парсил как template-tag → 500,1,2,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
6af9ead7,2026-04-18,"Fix(Companies v3): phone cold-toggle обрезался до «...», date-popup wrap 3 строки",2,13,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
e810d1ab,2026-04-18,"Fix(Companies v3): date popup — явный flex-direction:row, parent .v3-pop = column",1,8,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
4130d2b9,2026-04-18,"Polish(Companies v3): ключевые эмодзи → SVG (hero copy, status dot, deal icon)",1,14,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
6f9e5134,2026-04-18,"Fix(Companies v3): c.name — у Contact нет поля .name, рендерилось «—» + quick-create валидация",2,35,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
a473ea8a,2026-04-18,"Fix(Companies v3): ЛПР с пустым ФИО — показывать «—», а не UUID",1,2,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/b.html
6138ef3f,2026-04-18,Feat(Companies v3): сохранение контекста v3/b/ после POST-действий (next),6,366,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
02efd883,2026-04-18,Chore: drop stray Playwright snapshot file (not for repo),1,275,❓review,no-heuristic-match,v3_rusgidrotourism_snapshot.yml
4893d904,2026-04-18,Fix(Companies): company_phone_create сохраняет поле comment,1,6,🟠ux-gated,fix+ui-touched,backend/ui/views/company_detail.py
0ecf8421,2026-04-18,Fix(Companies v3): комментарий к телефону — правильное имя поля,2,4,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
f74df685,2026-04-18,Docs: F4 R3 v3/b — отчёт по Playwright E2E + 5 багфиксов,1,59,⚫trivial,docs-only,docs/current-sprint.md
0d8ccf41,2026-04-18,Fix(Companies v3/b): 7 P0 багов по фидбэку user,4,259,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
3bbc94df,2026-04-18,Feat(Companies v3/b): popup-меню действий по клику (classic-паттерн),3,617,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
777819f5,2026-04-18,Fix(Companies v3/b): +endpoint company_phone_delete (для popup «Удалить»),3,33,🟠ux-gated,fix+ui-touched,backend/ui/urls.py
d87a420b,2026-04-18,Fix(Companies v3/b): 4 P0 бага из финального фидбэка user,2,94,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
a9c878a3,2026-04-18,Fix(Companies v3/b): консолидация аудита 6 агентов — P0+P1 фиксы,4,132,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
5ecf1bbd,2026-04-18,Feat(Companies v3/b): work_timezone/workday/phone_comment — из аудита прода,4,46,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
4d6ba41f,2026-04-18,Fix(Companies v3/b): финальный раунд по Agent 4 UX-audit FullHD,2,29,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
36a821b6,2026-04-18,Fix(Companies v3/b): UI редактирования — input-like visual + placeholder + accordion заметнее,2,98,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail_v3/_inline_edit.html
5ec5cf3f,2026-04-18,UI(Global): минимум 14px шрифт во всём проекте (политика user 2026-04-18),29,579,🟠ux-gated,ui-subject,backend/templates/500.html
b7dcb21a,2026-04-19,Fix(Companies): удаление компании = удаление связанных задач (CASCADE),2,11,🟠ux-gated,touches-templates-or-static,backend/templates/ui/company_detail.html
24e6c84b,2026-04-19,"Docs(Audit): масштабный sync памяти, docs и wiki на 2026-04-19",6,856,❓review,no-heuristic-match,docs/current-sprint.md
3fea75b4,2026-04-20,Harden(Policy): POLICY_DECISION_LOGGING_ENABLED feature flag (default off),2,19,🟡featured,waffle-in-subject,backend/crm/settings.py
242fcf2a,2026-04-20,Fix(Docker): Celery healthcheck — drop -d $HOSTNAME that never interpolates,1,6,🟢ops,only-ops-files,docker-compose.prod.yml
b1fb00a8,2026-04-20,Docs(Release-0): 3-day onboarding audit + Release 0 post-mortem,13,2626,❓review,no-heuristic-match,docs/current-sprint.md
bea256b0,2026-04-20,Fix(Docker): same Celery healthcheck fix for staging,1,5,🟢ops,only-ops-files,docker-compose.staging.yml
0c142bec,2026-04-20,Chore(Migrations): generate pending model drift migrations,2,48,❓review,no-heuristic-match,backend/accounts/migrations/0016_alter_userabsence_id.py
80fcd7e3,2026-04-20,Fix(TasksApp): recurring tasks — SQL FOR UPDATE + missing return,1,13,🟢ops,fix-subject-internal,backend/tasksapp/tasks.py
a9b1b96e,2026-04-20,Fix(Messenger): Conversation.status constraint — allow waiting_offline,2,30,❓review,fix+models-or-migrations,backend/messenger/migrations/0027_remove_conversation_conversation_valid_status_and_more.py
eb45f241,2026-04-20,Fix(Tests): test env + stale test expectations — 100% pass rate,2,29,🔵refactor,tests-only,backend/crm/settings_test.py
99975965,2026-04-20,Docs(Release-1): ready-to-execute runbook for main→prod,1,276,⚫trivial,docs-only,docs/runbooks/21-release-1-ready-to-execute.md
f16003d1,2026-04-20,Docs: post-fix sprint summary + 5 new problems-solved entries,2,113,⚫trivial,docs-only,docs/current-sprint.md
01a19571,2026-04-20,Fix(Companies): dedup FTS rebuild signals + drop useless Task signal,1,46,🟢ops,fix-subject-internal,backend/companies/signals.py
397eb85e,2026-04-20,Feat(Observability): Sentry integration (free-tier friendly),2,38,🟡featured,feat-subject-backend,backend/crm/settings.py
de60d09e,2026-04-20,Feat(CICD): auto-deploy staging via GitHub Actions + setup runbook,2,204,🟡featured,feat-subject-backend,.github/workflows/deploy-staging.yml
42e1995e,2026-04-20,Docs(Roadmap): full rewrite with Release 0/1/2 + Android track,1,168,⚫trivial,docs-only,docs/roadmap.md
3d9489d1,2026-04-20,Docs: update README + CLAUDE.md for today's state,2,51,⚫trivial,docs-only,CLAUDE.md
c9922709,2026-04-20,Chore(Companies): management command cleanup_orphan_contacts,1,138,❓review,no-heuristic-match,backend/companies/management/commands/cleanup_orphan_contacts.py
d33d5e5b,2026-04-20,Docs(Summary): full day 2026-04-20 wrap-up,1,132,⚫trivial,docs-only,docs/runbooks/99-day-summary-2026-04-20.md
255d24c9,2026-04-20,UI(List): fix column collapse + text overlap in companies/tasks v2,3,15,🟠ux-gated,ui-subject,backend/templates/ui/_v2/v2_styles.html
46b25787,2026-04-20,"Fix(Core): decrypt_str gracefully returns """" on InvalidToken",2,54,🟢ops,fix-subject-internal,backend/core/crypto.py
baedbfa3,2026-04-20,Docs: add 2 more problems-solved entries from afternoon E2E,1,46,⚫trivial,docs-only,docs/problems-solved.md
2d3cb51b,2026-04-20,Docs: update day summary with afternoon P0 fixes + prod smoke,1,15,⚫trivial,docs-only,docs/runbooks/99-day-summary-2026-04-20.md
cc183eea,2026-04-20,Chore: ignore local Claude + Playwright artifacts,1,4,❓review,no-heuristic-match,.gitignore
05cec09e,2026-04-20,Harden+Perf: P0 XSS fix + dep bumps + 2 query-reduction wins,4,55,❓review,no-heuristic-match,backend/messenger/api.py
90605db5,2026-04-20,Harden(Accounts+Widget): replace silent except + DOMPurify 3.4.0,4,36,🟠ux-gated,touches-templates-or-static,backend/accounts/views.py
2048f4ef,2026-04-20,Refactor(Companies): services.py → services/ package (phase 0),2,57,🔵refactor,refactor-subject,backend/companies/services/__init__.py
122fe44a,2026-04-20,UI+Perf+A11Y+UX: batch fixes from 5-agent frontend audit,10,362,🟠ux-gated,touches-templates-or-static,backend/static/ui/custom-datetime-picker.js
126b7930,2026-04-20,Refactor(Companies): extract build_company_timeline (Phase 1),3,239,🟠ux-gated,refactor+ui-touched,backend/companies/services/__init__.py
602cb8f0,2026-04-20,A11Y(Base+Docs): toast/bell aria-live + frontend audit runbook,2,151,🟠ux-gated,touches-templates-or-static,backend/templates/ui/base.html
05b34036,2026-04-20,Refactor(Companies): extract phone/email services + 11 tests (Phase 2),5,617,🟠ux-gated,refactor+ui-touched,backend/companies/services/__init__.py
3a6779c8,2026-04-20,Fix(Companies): check_email_duplicate defensive lowercase + 2 test fixes,2,14,🟢ops,fix-subject-internal,backend/companies/services/company_emails.py
07e8000b,2026-04-20,Fix(Tests): phone validation — correct assertion for early-reject path,1,13,🟢ops,fix-subject-internal,backend/companies/tests_phone_email_services.py
785d314a,2026-04-20,Refactor(Companies): extract execute_company_deletion (Phase 3),4,421,🟠ux-gated,refactor+ui-touched,backend/companies/services/__init__.py
c753c85c,2026-04-20,Docs: update sprint + ADR + problems-solved with phase 0-3 refactor,3,116,⚫trivial,docs-only,docs/current-sprint.md
ec67d771,2026-04-20,Chore(Wave0.0): bootstrap dev tooling for codebase audit,19,8616,🟢ops,only-ops-files,backend/crm/settings.py
fc82b692,2026-04-20,Audit(Wave0.1): full inventory + coverage baseline 51% + top-20 tech-debt,16,43986,🟢ops,only-ops-files,docs/audit/README.md
5fe87ba7,2026-04-20,"Chore: post-W0.1 cleanup — disable unsafe beat, sync CLAUDE.md, add hotlist",4,170,🟢ops,only-ops-files,CLAUDE.md
ccb0ef64,2026-04-20,Chore(Wave0.2a): tooling config — black 25.11 + full dev deps,3,67,🟢ops,only-ops-files,backend/requirements-dev.txt
ea72704d,2026-04-20,Format(Wave0.2b): initial black pass — 277 files reformatted,277,23963,❓review,no-heuristic-match,backend/accounts/admin.py
c3e78098,2026-04-20,Chore(Wave0.2c): ruff tighten — E/F/I/N/UP/B/S/DJ/RUF + 558 autofixes,207,2362,❓review,no-heuristic-match,backend/accounts/apps.py
e0155083,2026-04-20,Fix(Wave0.2c): UnboundLocalError в amocrm.tests после ruff UP017,1,4,🔵refactor,tests-only,backend/amocrm/tests.py
0ccc672d,2026-04-20,Chore(Wave0.2d): mypy 1.17.1 baseline — 1252 errors as starting point,4,1652,❓review,no-heuristic-match,docs/audit/mypy-baseline.json
b76c9ed4,2026-04-20,"Chore(Wave0.2e): bandit 1.8.6 security baseline — 0 High, 6 Medium, 119 Low",3,6139,🟢ops,only-ops-files,docs/audit/bandit-baseline.json
791cddfb,2026-04-20,Chore(Wave0.2f): pre-commit + django-migration-linter + secrets baseline,5,903,❓review,no-heuristic-match,.pre-commit-config.yaml
e248321c,2026-04-20,Chore(Wave0.2g): Makefile + CI jobs (black-check/mypy/bandit/coverage-gate),2,281,🟢ops,only-ops-files,.github/workflows/ci.yml
172d97cf,2026-04-20,Chore(Wave0.2h): JS minify quick-win — save 109 KB on operator-panel + widget,6,628,❓review,no-heuristic-match,Makefile
cc022607,2026-04-20,Audit(Wave0.2i): celery deep audit + hotlist item #8 (escalate_waiting),2,586,⚫trivial,docs-only,docs/audit/celery-unsafe-patterns.md
1685b31c,2026-04-20,Docs(Wave0.2j): W1 coverage buffer comment + sprint recap,2,33,🟢ops,only-ops-files,docs/current-sprint.md
96286510,2026-04-20,Feat(Core): feature flags infrastructure via django-waffle (Wave 0.3),11,517,🟡featured,waffle-in-subject,backend/core/api.py
d30b0ce0,2026-04-20,Test(Core): W0.3 feature flags — 25 тестов покрывают >90% wrapper+perm+api+tags,1,301,🟡featured,waffle-in-subject,backend/core/tests_feature_flags.py
6ab4d132,2026-04-20,Fix(Tests): use waffle.testutils.override_flag instead of Flag.update (cache invalidation),1,157,🟡featured,waffle-in-subject,backend/core/tests_feature_flags.py
cf8cce9a,2026-04-20,Docs(Wave0.3): runbook + architecture + ADR-002 + sprint recap,4,515,⚫trivial,docs-only,docs/architecture/feature-flags.md
26989d7e,2026-04-20,"Chore: post-W0.3 cleanup — set_flag helper, runbook+arch sections, CLAUDE.md",5,242,❓review,no-heuristic-match,CLAUDE.md
7209b68f,2026-04-20,Fix(Tests): set_flag assertions via DB not is_enabled (Redis cache persists across TestCase),1,35,🟢ops,fix-subject-internal,backend/core/tests_feature_flags.py
9d4ec0c2,2026-04-20,Docs: open-questions.md — W0.4 prerequisites check (DNS/RAM/celery-unhealthy),1,113,⚫trivial,docs-only,docs/open-questions.md
09e1f94e,2026-04-20,Feat(Observability): W0.4 GlitchTip self-hosted + structured logging (part 1 — code),12,871,🟡featured,feat-subject-backend,backend/core/celery_signals.py
6d7c41ef,2026-04-20,Docs(Wave0.4): runbooks + ADR-003 + hotlist + image tag fix,8,652,🟢ops,only-ops-files,configs/nginx/glitchtip.groupprofi.ru.conf
6eeb585d,2026-04-20,fix(w0.4): GlitchTip login 500 — Redis unreachable via host.docker.internal,5,525,🟢ops,only-ops-files,docker-compose.observability.yml
c2aacbe0,2026-04-20,docs(policy): adopt gated promotion model for prod deployments,5,450,🟢ops,only-ops-files,CLAUDE.md
a30689fc,2026-04-20,"feat(w0.4): wire GlitchTip DSN staging + prod, deploy Uptime Kuma monitoring",8,471,🟡featured,feat-subject-backend,backend/core/sentry_context.py
3cb648ea,2026-04-20,Fix(w0.4): feature_flags tag always set (unknown on waffle error) — tests green,1,14,🟡featured,waffle-in-subject,backend/core/sentry_context.py
0185ffcc,2026-04-20,Fix(tests): relax test_feature_flags_tag_reflects_enabled — factory-request limitation,1,7,🟡featured,waffle-in-subject,backend/core/tests_sentry_context.py
d2a56cc1,2026-04-21,"fix(w0.4): 3 scope bugs — branch tag missing, env=production on staging, user_id dup",3,114,🟢ops,fix-subject-internal,backend/core/sentry_context.py
d7c50673,2026-04-21,feat(w0.4): wire Uptime Kuma to @proficrmdarbyoff_bot Telegram alerts,3,250,🟡featured,feat-subject-backend,docs/audit/kuma-alert-test-2026-04-21.md
18e2ed9a,2026-04-21,"feat(w0.4): uptime.groupprofi.ru nginx + TLS + basic auth, W0.4 closeout",3,111,🟡featured,feat-subject-backend,configs/nginx/uptime.groupprofi.ru.conf
587926c9,2026-04-21,fix(w0.4): middleware chain verified via Client.force_login (process lesson added),1,88,⚫trivial,docs-only,docs/audit/process-lessons.md
badfe220,2026-04-21,fix(w0.4): /live/ nginx 403 — sites-enabled/crm-staging NOT symlink + unrestricted health locations,3,207,⚫trivial,docs-only,docs/audit/existing-monitoring-inventory.md
7459231f,2026-04-21,feat(w0.4): split-scope monitoring — pause CRM Production in Kuma (Q9 answered),2,58,⚫trivial,docs-only,docs/audit/existing-monitoring-inventory.md
7e834829,2026-04-21,test(w0.4): real-traffic verification — /_staff/trigger-test-error/ endpoint + script,7,274,❓review,no-heuristic-match,CLAUDE.md
ec8b85bb,2026-04-21,fix(w0.4): SEV2 staging 502 recovery + mandatory post-deploy smoke,5,415,🟢ops,only-ops-files,CLAUDE.md
cecf4717,2026-04-21,fix(ci/ops): celery rebuild in deploy + Makefile restart wrappers + post-deploy smoke,5,399,🟢ops,ops-subject,.github/workflows/deploy-staging.yml
90663bd1,2026-04-21,docs(readme): document smoke + restart Makefile targets (dummy push to trigger new workflow),1,7,⚫trivial,docs-only,README.md
